,publishedAt,channelId,title,description,channelTitle,liveBroadcastContent,publishTime,thumbnails.default.url,thumbnails.default.width,thumbnails.default.height,thumbnails.medium.url,thumbnails.medium.width,thumbnails.medium.height,thumbnails.high.url,thumbnails.high.width,thumbnails.high.height,videoId
87,2021-10-27T23:19:04Z,UC52X5wxOL_s5yw0dQk7NtgA,Gordon Ramsay&#39;s social media project leads to cookbook,"Chef Gordon Ramsay was home in Cornwall, England, during the coronavirus lockdown last year when he did a series of ...",Associated Press,none,2021-10-27T23:19:04Z,https://i.ytimg.com/vi/iBl4_F8VbUQ/default.jpg,120,90,https://i.ytimg.com/vi/iBl4_F8VbUQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/iBl4_F8VbUQ/hqdefault.jpg,480,360,iBl4_F8VbUQ
88,2021-10-27T23:06:36Z,UC52X5wxOL_s5yw0dQk7NtgA,AP Top Stories October 27 P,Here's the latest for Wednesday October 27th: US ends immigration arrests at “protected” areas; McConnell backs ex-football star ...,Associated Press,none,2021-10-27T23:06:36Z,https://i.ytimg.com/vi/xLHv29Mr8AM/default.jpg,120,90,https://i.ytimg.com/vi/xLHv29Mr8AM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/xLHv29Mr8AM/hqdefault.jpg,480,360,xLHv29Mr8AM
89,2021-10-27T22:52:35Z,UC52X5wxOL_s5yw0dQk7NtgA,Pentagon says US working on hypersonic weapon,"Pentagon Spokesman John Kirby said the U.S. is working on hypersonic weapon technologies after the top U.S. military officer, ...",Associated Press,none,2021-10-27T22:52:35Z,https://i.ytimg.com/vi/hi7B_Z4GvfA/default.jpg,120,90,https://i.ytimg.com/vi/hi7B_Z4GvfA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/hi7B_Z4GvfA/hqdefault.jpg,480,360,hi7B_Z4GvfA
90,2021-10-27T19:41:19Z,UC52X5wxOL_s5yw0dQk7NtgA,Garland defends school board memo amid GOP critics,U.S. Attorney General Merrick Garland on Wednesday vigorously defended a memo aimed at combating threats against school ...,Associated Press,none,2021-10-27T19:41:19Z,https://i.ytimg.com/vi/Rz40wCakBrQ/default.jpg,120,90,https://i.ytimg.com/vi/Rz40wCakBrQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Rz40wCakBrQ/hqdefault.jpg,480,360,Rz40wCakBrQ
91,2021-10-27T19:37:42Z,UC52X5wxOL_s5yw0dQk7NtgA,Blinken unveils modernization plan for State Dept.,"Secretary of State Antony Blinken unveiled a modernization plan for the State Department Wednesday, with an emphasis on ...",Associated Press,none,2021-10-27T19:37:42Z,https://i.ytimg.com/vi/5bPzmOe14ps/default.jpg,120,90,https://i.ytimg.com/vi/5bPzmOe14ps/mqdefault.jpg,320,180,https://i.ytimg.com/vi/5bPzmOe14ps/hqdefault.jpg,480,360,5bPzmOe14ps
92,2021-10-27T18:36:36Z,UC52X5wxOL_s5yw0dQk7NtgA,Rescued big cats leave Russia for Tanzania,Rescued big cats leave Russia for Tanzania Subscribe for more Breaking News: http://smarturl.it/AssociatedPress Website: ...,Associated Press,none,2021-10-27T18:36:36Z,https://i.ytimg.com/vi/rSA4fGohSH8/default.jpg,120,90,https://i.ytimg.com/vi/rSA4fGohSH8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/rSA4fGohSH8/hqdefault.jpg,480,360,rSA4fGohSH8
93,2021-10-27T17:55:41Z,UC52X5wxOL_s5yw0dQk7NtgA,Dinosaur invades UN in climate change campaign,A video of a dinosaur urging the UN General Assembly to act immediately to avoid 'extinction' at the hands of climate change was ...,Associated Press,none,2021-10-27T17:55:41Z,https://i.ytimg.com/vi/o8vXrIQXEsg/default.jpg,120,90,https://i.ytimg.com/vi/o8vXrIQXEsg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/o8vXrIQXEsg/hqdefault.jpg,480,360,o8vXrIQXEsg
94,2021-10-27T16:56:18Z,UC52X5wxOL_s5yw0dQk7NtgA,Queen Elizabeth II won&#39;t attend COP26 in person,"Queen Elizabeth II has canceled her planned appearance at the U.N. climate conference in Glasgow, accepting doctors' advice to ...",Associated Press,none,2021-10-27T16:56:18Z,https://i.ytimg.com/vi/IlgvXpKrwJI/default.jpg,120,90,https://i.ytimg.com/vi/IlgvXpKrwJI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/IlgvXpKrwJI/hqdefault.jpg,480,360,IlgvXpKrwJI
95,2021-10-27T16:19:38Z,UC52X5wxOL_s5yw0dQk7NtgA,Eruptions in La Palma are the strongest so far,Eruptions in La Palma are the strongest so far Subscribe for more Breaking News: http://smarturl.it/AssociatedPress Website: ...,Associated Press,none,2021-10-27T16:19:38Z,https://i.ytimg.com/vi/2o8eME2lbxc/default.jpg,120,90,https://i.ytimg.com/vi/2o8eME2lbxc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2o8eME2lbxc/hqdefault.jpg,480,360,2o8eME2lbxc
96,2021-10-27T14:53:55Z,UC52X5wxOL_s5yw0dQk7NtgA,World&#39;s first postage stamp up for auction,The world's first-ever stamp will go up for auction later this year. The unused Penny Black is part of a document that's expected to ...,Associated Press,none,2021-10-27T14:53:55Z,https://i.ytimg.com/vi/MVrl2OyFq5g/default.jpg,120,90,https://i.ytimg.com/vi/MVrl2OyFq5g/mqdefault.jpg,320,180,https://i.ytimg.com/vi/MVrl2OyFq5g/hqdefault.jpg,480,360,MVrl2OyFq5g
97,2021-10-27T10:41:50Z,UC52X5wxOL_s5yw0dQk7NtgA,"ShowBiz Minute: Sahl, &#39;Dune,&#39; Reynolds","Mort Sahl, comedian who satirized politics, dies at 94; ""Dune"" to get sequel, with theater-only release set for 2023; Wrexham's ...",Associated Press,none,2021-10-27T10:41:50Z,https://i.ytimg.com/vi/j9GP5I3knHg/default.jpg,120,90,https://i.ytimg.com/vi/j9GP5I3knHg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/j9GP5I3knHg/hqdefault.jpg,480,360,j9GP5I3knHg
98,2021-10-27T10:39:46Z,UC52X5wxOL_s5yw0dQk7NtgA,On This Day: 27 October 2013,"In 2013, Sylvester Stallone opened an exhibition of his artworks at the Russian Museum in Saint Petersburg. (Oct. 27) Subscribe ...",Associated Press,none,2021-10-27T10:39:46Z,https://i.ytimg.com/vi/kOl_qa-4gNk/default.jpg,120,90,https://i.ytimg.com/vi/kOl_qa-4gNk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/kOl_qa-4gNk/hqdefault.jpg,480,360,kOl_qa-4gNk
99,2021-10-27T08:20:00Z,UC52X5wxOL_s5yw0dQk7NtgA,AP Top Stories October 27 A,Here's the latest for Wednesday October 27th: Regulators endorse Pfizer COVID-19 vaccine for kids; Biden campaigns in Virginia ...,Associated Press,none,2021-10-27T08:20:00Z,https://i.ytimg.com/vi/7plVFFMtXws/default.jpg,120,90,https://i.ytimg.com/vi/7plVFFMtXws/mqdefault.jpg,320,180,https://i.ytimg.com/vi/7plVFFMtXws/hqdefault.jpg,480,360,7plVFFMtXws
100,2021-10-27T01:49:58Z,UC52X5wxOL_s5yw0dQk7NtgA,Biden links Va. GOP governor candidate to Trump,President Joe Biden is campaigning in Northern Virginia for Democrat Terry McAuliffe in a governor's race that looks to be ...,Associated Press,none,2021-10-27T01:49:58Z,https://i.ytimg.com/vi/xpNdKXk2em0/default.jpg,120,90,https://i.ytimg.com/vi/xpNdKXk2em0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/xpNdKXk2em0/hqdefault.jpg,480,360,xpNdKXk2em0
